"AcceptedSymbol","AcceptedSpecies","SynonymSymbol","Symbol","ScientificName","USDA_CName","Family","FamilyCommonName","GrowthHabit","Duration","Guild","Guild_PCLTEM","Origin"
"GABO2","Galium boreale","NA","GABO2","Galium boreale","northern bedstraw","Rubiaceae","Madder family","Subshrub, Forb/herb","Perennial","forb","spring","N"
"GACI2","Galium circaezans","NA","GACI2","Galium circaezans","licorice bedstraw","Rubiaceae","Madder family","Subshrub, Forb/herb","Perennial","forb","spring","N"
"GACO3","Galium concinnum","NA","GACO3","Galium concinnum","shining bedstraw","Rubiaceae","Madder family","Forb/herb","Perennial","forb","spring","N"
"GACO5","Gaura coccinea","NA","GACO5","Gaura coccinea","scarlet beeblossom","Onagraceae","Evening Primrose family","Subshrub, Forb/herb","Perennial","forb","spring","N"
"GALA3","Galium lanceolatum","NA","GALA3","Galium lanceolatum","lanceleaf wild licorice","Rubiaceae","Madder family","Forb/herb","Perennial","forb","NA","N"
"GALIU","Galium","NA","GALIU","Galium","bedstraw","Rubiaceae","Madder family","NA","NA","forb","spring","N"
"GAMO5","Gaura mollis","GAPA6","GAPA6","Gaura parviflora","Gaura","Onagraceae","Evening Primrose family","Forb/herb","Annual","forb","spring","N"
"GAOB","Galium obtusum","NA","GAOB","Galium obtusum","bluntleaf bedstraw","Rubiaceae","Madder family","Forb/herb","Perennial","forb","spring","N"
"GAPI2","Galium pilosum","NA","GAPI2","Galium pilosum","hairy bedstraw","Rubiaceae","Madder family","Forb/herb","Perennial","forb","summer","N"
"GAPU3","Gamochaeta purpurea","NA","GAPU3","Gamochaeta purpurea","spoonleaf purple everlasting","Asteraceae","Aster family","Forb/herb","Annual, Biennial","forb","annual-biennial","N"
"GARE2","Galactia regularis","NA","GARE2","Galactia regularis","eastern milkpea","Fabaceae","Pea family","Forb/herb, vine","Perennial","forb","NA","N"
"GASP5","Galearis spectabilis","NA","GASP5","Galearis spectabilis","showy orchid","Orchidaceae","Orchid family","Forb/herb","Perennial","forb","ephemeral","N"
"GATR2","Galium trifidum","NA","GATR2","Galium trifidum","threepetal bedstraw","Rubiaceae","Madder family","Forb/herb, vine","Perennial","forb","summer","N"
"GATR3","Galium triflorum","NA","GATR3","Galium triflorum","fragrant bedstraw","Rubiaceae","Madder family","Forb/herb, Vine","Perennial","forb","spring","N"
"GAVI","Galium virgatum","NA","GAVI","Galium virgatum","southwestern bedstraw","Rubiaceae","Madder family","Forb/herb","Annual","forb","annual-biennial","N"
"GAVO","Galactia volubilis","NA","GAVO","Galactia volubilis","downy milkpea","Fabaceae","Pea family","Forb/herb, vine","Perennial","forb","legume","N"
"GEAL4","Gentiana alba","GEFL","GEFL","Gentiana flavida","Pale gentian","Gentianaceae","Gentian family","Forb/herb","	Perennial","forb","summer","N"
"GEAN","Gentiana andrewsii","NA","GEAN","Gentiana andrewsii","closed bottle gentian","Gentianaceae","Gentian family","Forb/herb","Perennial","forb","spring","N"
"GECA5","Geranium carolinianum","NA","GECA5","Geranium carolinianum","Carolina geranium","Geraniaceae","Geranium family","Forb/herb","Annual, Biennial","forb","annual-biennial","N"
"GECA7","Geum canadense","NA","GECA7","Geum canadense","white avens","Rosaceae","Rose family","Forb/herb","Perennial","forb","spring","N"
"GEMA","Geranium maculatum","NA","GEMA","Geranium maculatum","spotted geranium","Geraniaceae","Geranium family","Forb/herb","Perennial","forb","spring","N"
"GEPU5","Gentiana puberulenta","NA","GEPU5","Gentiana puberulenta","downy gentian","Gentianaceae","Gentian family","Forb/herb","Perennial","forb","spring","N"
"GETR","Geum triflorum","NA","GETR","Geum triflorum","old man's whiskers","Rosaceae","Rose family","Forb/herb","Perennial","forb","spring","N"
"GEUM","Geum","NA","GEUM","Geum","avens","Rosaceae","Rose family","NA","NA","forb","spring","N"
"GEVE","Geum vernum","NA","GEVE","Geum vernum","spring avens","Rosaceae","Rose family","Forb/herb","Perennial","forb","NA","N"
"GLCA2","Glandularia canadensis","NA","GLCA2","Glandularia canadensis","rose mock vervain","Verbenaceae","Verbena family","Forb/herb","Perennial","forb","spring","N"
"GLHE2","Glechoma hederacea","NA","GLHE2","Glechoma hederacea","ground ivy","Lamiaceae","Mint family","Forb/herb","Perennial","forb","NA","I"
"GLLE3","Glycyrrhiza lepidota","NA","GLLE3","Glycyrrhiza lepidota","American licorice","Fabaceae","Pea family","Forb/herb","Perennial","forb","legume","N"
"GLST","Glyceria striata","NA","GLST","Glyceria striata","fowl mannagrass","Poaceae","Grass family","Graminoid","	Perennial","grass","NA","N"
"GLTR","Gleditsia triacanthos","NA","GLTR","Gleditsia triacanthos","honeylocust","Fabaceae","Pea family","Tree","Perennial","woody","woody","N"
"GRSQ","Grindelia squarrosa","NA","GRSQ","Grindelia squarrosa","curlycup gumweed","Asteraceae","Aster family","Forb/herb","Annual, Biennial, Perennial","forb","annual-biennial","N"
"GUSA2","Gutierrezia sarothrae","NA","GUSA2","Gutierrezia sarothrae","broom snakeweed","Asteraceae","Aster family","Subshrub, Shrub, Forb/herb","Perennial","forb","summer","N"
"HAVI2","Hackelia virginiana","NA","HAVI2","Hackelia virginiana","beggarslice","Boraginaceae","Borage family","Forb/herb","Biennial, Perennial","forb","annual-biennial","N"
"HEAM6","Heuchera americana","NA","HEAM6","Heuchera americana","American alumroot","Saxifragaceae","Saxifrage family","Forb/herb","Perennial","forb","spring","N"
"HEAN3","Helianthus annuus","NA","HEAN3","Helianthus annuus","common sunflower","Asteraceae","Aster family","Forb/herb","Annual","forb","annual-biennial","N"
"HECOC8","Hesperostipa comata ssp. comata","STCO4","STCO4","Stipa comata","Needle-and-thread grass","Poaceae","Grass family","Graminoid","	Perennial","grass","coolgrass","N"
"HEDI2","Helianthus divaricatus","NA","HEDI2","Helianthus divaricatus","woodland sunflower","Asteraceae","Aster family","Forb/herb","Perennial","forb","NA","N"
"HEDR","Hedeoma drummondii","NA","HEDR","Hedeoma drummondii","Drummond's false pennyroyal","Lamiaceae","Mint family","Subshrub, Forb/herb","Annual, Biennial, Perennial","forb","annual-biennial","N"
"HEGR4","Helianthus grosseserratus","NA","HEGR4","Helianthus grosseserratus","sawtooth sunflower","Asteraceae","Aster family","Forb/herb","Perennial","forb","summer","N"
"HEHE5","Heliopsis helianthoides","NA","HEHE5","Heliopsis helianthoides","smooth oxeye","Asteraceae","Aster family","Forb/herb","Perennial","forb","summer","N"
"HEHI","Hedeoma hispida","NA","HEHI","Hedeoma hispida","rough false pennyroyal","Lamiaceae","Mint family","Forb/herb","Annual","forb","annual-biennial","N"
"HEHI2","Helianthus hirsutus","NA","HEHI2","Helianthus hirsutus","hairy sunflower","Asteraceae","Aster family","Forb/herb","Perennial","forb","summer","N"
"HEHO2017_unk5","HEHO7142017_01unk5","NA","NA","NA","NA","NA","NA","NA","NA","forb","NA","N"
"HELA","Helianthus ×laetiflorus","NA","HELA","Helianthus ×laetiflorus","cheerful sunflower","Asteraceae","Aster family","Forb/herb","Perennial","forb","summer","N"
"HELIA3","Helianthus","NA","HELIA3","Helianthus","sunflower","Asteraceae","Aster family","Forb/herb","NA","forb","summer","N"
"HEMA2","Helianthus maximiliani","NA","HEMA2","Helianthus maximiliani","Maximilian sunflower","Asteraceae","Aster family","Forb/herb","Perennial","forb","summer","N"
"HEMO2","Helianthus mollis","NA","HEMO2","Helianthus mollis","ashy sunflower","Asteraceae","Aster family","Forb/herb","Perennial","forb","summer","N"
"HENOA","Hepatica nobilis var. acuta","NA","HENOA","Hepatica nobilis var. acuta","sharplobe hepatica","Ranunculaceae","Buttercup family","Forb/herb","Perennial","forb","spring","N"
"HENOO","Hepatica nobilis var. obtusa","NA","HENOO","Hepatica nobilis var. obtusa","roundlobe hepatica","Ranunculaceae","Buttercup family","Forb/herb","Perennial","forb","NA","N"
"HENU","Helianthus nuttallii","NA","HENU","Helianthus nuttallii","Nuttall's sunflower","Asteraceae","Aster family","Forb/herb","Perennial","forb","summer","N"
"HEOC2","Helianthus occidentalis","NA","HEOC2","Helianthus occidentalis","fewleaf sunflower","Asteraceae","Aster family","Forb/herb","Perennial","forb","NA","N"
"HEPAP2","Helianthus pauciflorus ssp. pauciflorus","NA","HEPAP2","Helianthus pauciflorus ssp. pauciflorus","stiff sunflower","Asteraceae","Aster family","Forb/herb","Perennial","forb","summer","N"
"HEPE","Helianthus petiolaris","NA","HEPE","Helianthus petiolaris","prairie sunflower","Asteraceae","Aster family","Forb/herb","Annual","forb","annual-biennial","N"
"HERI","Heuchera richardsonii","NA","HERI","Heuchera richardsonii","Richardson's alumroot","Saxifragaceae","Saxifrage family","Forb/herb","Perennial","forb","spring","N"
"HESP11","Hesperostipa spartea","STSP2","STSP2","Stipa spartea","Porcupine-grass","Poaceae","Grass family","Graminoid","	Perennial","grass","coolgrass","N"
"HEST","Helianthus strumosus","NA","HEST","Helianthus strumosus","paleleaf woodland sunflower","Asteraceae","Aster family","Forb/herb","Perennial","forb","summer","N"
"HETE3","Heliotropium tenellum","NA","HETE3","Heliotropium tenellum","pasture heliotrope","Boraginaceae","Borage family","Forb/herb","Annual","forb","annual-biennial","N"
"HETU","Helianthus tuberosus","NA","HETU","Helianthus tuberosus","Jerusalem artichoke","Asteraceae","Aster family","Forb/herb","Perennial","forb","NA","N"
"HEUCH","Heuchera","NA","HEUCH","Heuchera","alumroot","Saxifragaceae","Saxifrage family","Forb/herb","	Perennial","forb","NA","N"
"HEVI4","Heterotheca villosa","NA","HEVI4","Heterotheca villosa","hairy false goldenaster","Asteraceae","Aster family","Subshrub, Forb/herb","Perennial","forb","summer","N"
"HICA3","Hieracium canadense","NA","HICA3","Hieracium canadense","Canadian hawkweed","Asteraceae","Aster family","Forb/herb","Perennial","forb","summer","N"
"HIERA","Hieracium","NA","HIERA","Hieracium","hawkweed","Asteraceae","Aster family","Forb/herb, Subshrub","Perennial","forb","NA","N"
"HIGR3","Hieracium gronovii","NA","HIGR3","Hieracium gronovii","queendevil","Asteraceae","Aster family","Forb/herb","Perennial","forb","summer","N"
"HILO2","Hieracium longipilum","NA","HILO2","Hieracium longipilum","hairy hawkweed","Asteraceae","Aster family","Forb/herb","Perennial","forb","summer","N"
"HISC","Hieracium scabrum","NA","HISC","Hieracium scabrum","rough hawkweed","Asteraceae","Aster family","Forb/herb","Perennial","forb","summer","N"
"HIUM","Hieracium umbellatum","NA","HIUM","Hieracium umbellatum","narrowleaf hawkweed","Asteraceae","Aster family","Forb/herb","Perennial","forb","NA","N"
"HOJU","Hordeum jubatum","NA","HOJU","Hordeum jubatum","foxtail barley","Poaceae","Grass family","Graminoid","Perennial","grass","coolgrass","N"
"HOLA","Holcus lanatus","NA","HOLA","Holcus lanatus","common velvetgrass","Poaceae","Grass family","Graminoid","Perennial","grass","NA","I"
"HOLO","Houstonia longifolia","NA","HOLO","Houstonia longifolia","longleaf summer bluet","Rubiaceae","Madder family","Forb/herb","Perennial","forb","spring","N"
"HOPU","Hordeum pusillum","NA","HOPU","Hordeum pusillum","little barley","Poaceae","Grass family","Graminoid","Annual","grass","coolgrass","N"
"HOPU2","Houstonia purpurea","NA","HOPU2","Houstonia purpurea","Venus' pride","Rubiaceae","Madder family","Forb/herb","Perennial","forb","spring","N"
"HYAS80","Hypericum ascyron","NA","HYAS80","Hypericum ascyron","great St. Johnswort","Clusiaceae","Mangosteen family","Forb/herb","Perennial","forb","summer","N"
"HYCA","Hydrastis canadensis","NA","HYCA","Hydrastis canadensis","goldenseal","Ranunculaceae","Buttercup family","Forb/herb","Perennial","forb","spring","N"
"HYDE","Hypericum densiflorum","NA","HYDE","Hypericum densiflorum","bushy St. Johnswort","Clusiaceae","Mangosteen family","shrub","Perennial","forb","spring","N"
"HYFIP3","Hymenopappus filifolius var. polycephalus","NA","HYFIP3","Hymenopappus filifolius var. polycephalus","manyhead hymenopappus","Asteraceae","Aster family","Subshrub, Forb/herb","Perennial","forb","summer","N"
"HYHI2","Hypoxis hirsuta","NA","HYHI2","Hypoxis hirsuta","common goldstar","Liliaceae","Lily family","Forb/herb","Perennial","forb","spring","N"
"HYHY","Hypericum hypericoides","NA","HYHY","Hypericum hypericoides","St. Andrew's cross","Clusiaceae","Mangosteen family","Shrub, Subshrub","Perennial","forb","NA","N"
"HYPE","Hypericum perforatum","NA","HYPE","Hypericum perforatum","common St. Johnswort","Clusiaceae","Mangosteen family","Forb/herb","Perennial","forb","forb","I"
"HYPER","Hypericum","NA","HYPER","Hypericum","St. Johnswort","Clusiaceae","Mangosteen family","NA","NA","forb","NA","N"
"HYPU","Hypericum punctatum","NA","HYPU","Hypericum punctatum","spotted St. Johnswort","Clusiaceae","Mangosteen family","Forb/herb","Perennial","forb","summer","N"
"HYSC","Hymenopappus scabiosaeus","NA","HYSC","Hymenopappus scabiosaeus","Carolina woollywhite","Asteraceae","Aster family","Forb/herb","Biennial","forb","spring","N"
"HYSP2","Hypericum sphaerocarpum","NA","HYSP2","Hypericum sphaerocarpum","roundseed St. Johnswort","Clusiaceae","Mangosteen family","Subshrub, Forb/herb","Perennial","forb","NA","N"
"HYVE","Hybanthus verticillatus","NA","HYVE","Hybanthus verticillatus","babyslippers","Violaceae","Violet family","Forb/herb","Perennial","forb","ephemeral","N"
"HYVI","Hydrophyllum virginianum","NA","HYVI","Hydrophyllum virginianum","eastern waterleaf","Hydrophyllaceae","Waterleaf family","Forb/herb","Perennial","forb","spring","N"
"ILDE","Ilex decidua","NA","ILDE","Ilex decidua","possumhaw","Aquifoliaceae","Holly family","Tree","Perennial","woody","woody","N"
"ILOP","Ilex opaca","NA","ILOP","Ilex opaca","American holly","Aquifoliaceae","Holly family","Tree","Perennial","woody","woody","N"
"ILVO","Ilex vomitoria","NA","ILVO","Ilex vomitoria","yaupon","Aquifoliaceae","Holly family","Shrub, Tree","	Perennial","woody","NA","N"
"IMCA","Impatiens capensis","NA","IMCA","Impatiens capensis","jewelweed","Balsaminaceae","Touch-me-not family","Forb/herb","Annual","forb","NA","N"
"IMPA","Impatiens pallida","NA","IMPA","Impatiens pallida","pale touch-me-not","Balsaminaceae","Touch-me-not family","Forb/herb","Annual","forb","NA","N"
"IMPAT","Impatiens","NA","IMPAT","Impatiens","touch-me-not","Balsaminaceae","Touch-me-not family","NA","NA","forb","NA","N"
"IPOMO","Ipomoea","NA","IPOMO","Ipomoea","morning-glory","Convolvulaceae","Morning-glory family","Shrub, Forb/herb, Subshrub, Vine","Annual, Perennial","forb","NA","N"
"IPPA","Ipomoea pandurata","NA","IPPA","Ipomoea pandurata","man of the earth","Convolvulaceae","Morning-glory family","Forb/herb, vine","Perennial","forb","spring","N"
"IRCR","Iris cristata","NA","IRCR","Iris cristata","dwarf crested iris","Iridaceae","Iris family","Forb/herb","Perennial","forb","NA","N"
"JUARL","Juncus arcticus ssp. littoralis","JUBA","JUBA","Juncus balticus","Wire-rush","Juncaceae","Rush family","Graminoid","Perennial","grass-like","grass-like","N"
"JUDU2","Juncus dudleyi","NA","JUDU2","Juncus dudleyi","Dudley's rush","Juncaceae","Rush family","Graminoid","Perennial","grass-like","NA","N"
"JUHO2","Juniperus horizontalis","NA","JUHO2","Juniperus horizontalis","creeping juniper","Cupressaceae","Cypress family","Subshrub","Perennial","woody","woody","N"
"JUIN2","Juncus interior","NA","JUIN2","Juncus interior","inland rush","Juncaceae","Rush family","Graminoid","Perennial","grass-like","grass-like","N"
"JUNCU","Juncus","NA","JUNCU","Juncus","rush","Juncaceae","Rush family","Graminoid","NA","grass-like","grass-like","N"
"JUNI","Juglans nigra","NA","JUNI","Juglans nigra","black walnut","Juglandaceae","Walnut family","Tree","Perennial","woody","woody","N"
"JUNIP","Juniperus","NA","JUNIP","Juniperus","juniper","Cupressaceae","Cypress family","Tree","	Perennial","woody","woody","N"
"JUTE","Juncus tenuis","NA","JUTE","Juncus tenuis","poverty rush","Juncaceae","Rush family","Graminoid","Perennial","grass-like","grass-like","N"
"JUVI","Juniperus virginiana","NA","JUVI","Juniperus virginiana","eastern redcedar","Cupressaceae","Cypress family","Tree","Perennial","woody","woody","N"
"KOMA","Koeleria macrantha","NA","KOMA","Koeleria macrantha","prairie Junegrass","Poaceae","Grass family","Graminoid","Perennial","grass","coolgrass","N"
"KRBI","Krigia biflora","NA","KRBI","Krigia biflora","twoflower dwarfdandelion","Asteraceae","Aster family","Forb/herb","Perennial","forb","spring","N"
"KRCA","Krigia caespitosa","KRCE","KRCE","Krigia cespitosa","Sunflower","Asteraceae","Aster family","Forb/herb","Annual","forb","annual-biennial","N"
"KRLA2","Krascheninnikovia lanata","NA","KRLA2","Krascheninnikovia lanata","winterfat","Chenopodiaceae","Goosefoot family","Shrub, Subshrub","Perennial","woody","woody","N"
"KUST","Kummerowia stipulacea","NA","KUST","Kummerowia stipulacea","Korean clover","Fabaceae","Pea family","Forb/herb","Annual","forb","legume","I"
"KUST2","Kummerowia striata","NA","KUST2","Kummerowia striata","Japanese clover","Fabaceae","Pea Family","Forb/herb","Annual","forb","spring","I"
"LAAM","Lamium amplexicaule","NA","LAAM","Lamium amplexicaule","henbit deadnettle","Lamiaceae","Mint family","Forb/herb","Annual, Biennial","forb","annual-biennial","I"
"LACA","Lactuca canadensis","NA","LACA","Lactuca canadensis","Canada lettuce","Asteraceae","Aster family","Forb/herb","Annual, Biennial","forb","annual-biennial","N"
"LACA3","Laportea canadensis","NA","LACA3","Laportea canadensis","Canadian woodnettle","Urticaceae","Nettle family","Forb/herb","Perennial","forb","summer","N"
"LACTU","Lactuca","NA","LACTU","Lactuca","lettuce","Asteraceae","Aster family","Forb/herb","NA","forb","summer","N"
"LAFL","Lactuca floridana","NA","LAFL","Lactuca floridana","woodland lettuce","Asteraceae","Aster family","Forb/herb","Annual, Biennial","forb","annual-biennial","N"
